iter	Logloss
511	0.3088703346
512	0.3086787796
513	0.3084235954
514	0.3081664276
515	0.3079588509
516	0.3076838112
517	0.3073868561
518	0.3071157837
519	0.3068661499
520	0.3067048454
521	0.306517067
522	0.3062827301
523	0.3060597229
524	0.3058118439
525	0.3055397606
526	0.3052443504
527	0.3050883102
528	0.3046592712
529	0.3045079613
530	0.3042949295
531	0.3041038513
532	0.3037958527
533	0.3035518265
534	0.3033135796
535	0.303147049
536	0.3027733231
537	0.3024643326
538	0.302185936
539	0.3020490837
540	0.3018470573
541	0.3015879822
542	0.30125103
543	0.300953083
544	0.3007307816
545	0.3005723572
546	0.3002749825
547	0.3002516365
548	0.3001419258
549	0.2998735046
550	0.2997344971
551	0.2993422318
552	0.2990936279
553	0.298868618
554	0.2985352516
555	0.2981807709
556	0.2979623413
557	0.2977082825
558	0.2974886894
559	0.2973468399
560	0.297065773
561	0.2968981171
562	0.2967704582
563	0.2964410019
564	0.2962305069
565	0.2960868454
566	0.295907402
567	0.295792923
568	0.2954922867
569	0.2951762009
570	0.2948567009
571	0.2945978165
572	0.2943586349
573	0.2942262268
574	0.2938167572
575	0.2934627914
576	0.2932147598
577	0.2928266907
578	0.2924522018
579	0.2920835495
580	0.2918593788
581	0.291607666
582	0.2913746643
583	0.2911571503
584	0.2909793854
585	0.2906817627
586	0.2902444839
587	0.2901031113
588	0.2898365784
589	0.2897218895
590	0.289384861
591	0.2891725922
592	0.2889694405
593	0.2887341309
594	0.2884720039
595	0.2881300926
596	0.2879632759
597	0.2876942825
598	0.2873674393
599	0.2870475388
600	0.2866727829
601	0.2864023209
602	0.2859456253
603	0.2856524467
604	0.2853675461
605	0.2852352142
606	0.2850419998
607	0.2847813416
608	0.2846023941
609	0.2843057251
610	0.2839479446
611	0.2838070679
612	0.2835857964
613	0.2833226395
614	0.2830091858
615	0.2828965759
616	0.282688179
617	0.2825137329
618	0.2820881271
619	0.2819127274
620	0.2816030121
621	0.2814718246
622	0.2812957001
623	0.2811687279
624	0.2809247208
625	0.2805560493
626	0.2803100204
627	0.2800096893
628	0.2798381805
629	0.2796979523
630	0.279370842
631	0.2791567612
632	0.2786441994
633	0.2784328842
634	0.2781860733
635	0.2780192566
636	0.2777723694
637	0.2775325012
638	0.2772493744
639	0.2770484161
640	0.2769176865
641	0.2767202187
642	0.2764706993
643	0.2763193512
644	0.2761922836
645	0.2758236694
646	0.2755371284
647	0.2753073692
648	0.2750295639
649	0.2748254395
650	0.2745277023
651	0.2742159653
652	0.2739380074
653	0.2737388992
654	0.2735558319
655	0.2730114555
656	0.2728572083
657	0.2727437973
658	0.272344017
659	0.2720893669
660	0.271953392
661	0.2716786957
662	0.271575985
663	0.2713086319
664	0.2710711288
665	0.2708735275
666	0.2706235123
667	0.2705925179
668	0.27027565
669	0.2700732803
670	0.269797802
671	0.2693536758
672	0.2690990067
673	0.268929882
674	0.2687842178
675	0.2685574913
676	0.268205719
677	0.2679294968
678	0.2676632309
679	0.267374649
680	0.2671155167
681	0.266888237
682	0.2664813614
683	0.2662402534
684	0.2659044266
685	0.2657585144
686	0.2654813766
687	0.2652930641
688	0.265093689
689	0.2648290253
690	0.2645531464
691	0.2642642212
692	0.2640018463
693	0.2636823654
694	0.2634762573
695	0.2633114052
696	0.2632181358
697	0.2630964279
698	0.2628274536
699	0.2624806595
700	0.2622614098
701	0.2620664787
702	0.2618460083
703	0.2616947746
704	0.2614530563
705	0.2613191223
706	0.2611577415
707	0.2609224319
708	0.2607192612
709	0.2603671074
710	0.2600815964
711	0.2598261642
712	0.2594394302
713	0.2592908478
714	0.2590419579
715	0.2589027786
716	0.2585834694
717	0.2582237244
718	0.2580429077
719	0.2577799034
720	0.2574180412
721	0.2571157074
722	0.2569154549
723	0.2567277908
724	0.2565681076
725	0.2564262772
726	0.2561513519
727	0.2559412384
728	0.2556913948
729	0.2555623055
730	0.2554545593
731	0.2552051544
732	0.2549569321
733	0.2548448563
734	0.254637394
735	0.2545601654
736	0.2544352722
737	0.254280777
738	0.2539537811
739	0.2536741257
740	0.2535319519
741	0.2532865906
742	0.2530412292
743	0.2527263641
744	0.252410202
745	0.2522036552
746	0.2519979477
747	0.2517947006
748	0.251557312
749	0.2511873245
750	0.2510484695
751	0.2507849884
752	0.2506494904
753	0.2505133438
754	0.2501435471
755	0.2498966599
756	0.2497930336
757	0.2495773315
758	0.2492887878
759	0.2489678955
760	0.2487197113
761	0.2484492874
762	0.2481413651
763	0.2477148628
764	0.2475485229
765	0.2473785782
766	0.2471519279
767	0.246931572
768	0.2467786789
769	0.2466273117
770	0.2464872742
771	0.2463426781
772	0.2462314796
773	0.2460466194
774	0.2457065582
775	0.2455146599
776	0.2452992821
777	0.2450105095
778	0.244839859
779	0.2446941376
780	0.2445106316
781	0.2442688179
782	0.2439474487
783	0.2436273193
784	0.2433959198
785	0.243285408
786	0.2431357574
787	0.242875824
788	0.2426934242
789	0.2426176071
790	0.2424443436
791	0.2421881104
792	0.2419830322
793	0.2417760849
794	0.2415841675
795	0.2414344788
796	0.2412924576
797	0.2411714554
798	0.2409159088
799	0.2407427597
800	0.2404726791
801	0.2402947044
802	0.2400936127
803	0.2399662018
804	0.2397692108
805	0.2395338249
806	0.2393514252
807	0.2391962242
808	0.2390844154
809	0.2388892365
810	0.2386603165
811	0.2384566879
812	0.2382205963
813	0.2380470657
814	0.2378000641
815	0.2376766396
816	0.2374101639
817	0.2372426224
818	0.2369790268
819	0.2368146515
820	0.2366191864
821	0.236504631
822	0.2363302803
823	0.2360863686
824	0.2359890366
825	0.2357241631
826	0.2354716873
827	0.2353128052
828	0.2350833511
829	0.2348093414
830	0.2345851135
831	0.2342908478
832	0.2340392685
833	0.2336590004
834	0.2335356331
835	0.2333307648
836	0.2331104469
837	0.2328975677
838	0.2326277351
839	0.2324721336
840	0.2323641968
841	0.2321854782
842	0.231979866
843	0.2318387794
844	0.2315719604
845	0.2313443375
846	0.2312320709
847	0.2310192871
848	0.2307764053
849	0.2305058289
850	0.2303423882
851	0.2302618027
852	0.2300469971
853	0.2298126984
854	0.2296057892
855	0.2294477081
856	0.229235611
857	0.2290531731
858	0.2288139153
859	0.2285949707
860	0.228409996
861	0.2281240845
862	0.2279351997
863	0.2278139114
864	0.2276234436
865	0.2273823929
866	0.227218914
867	0.2270311928
868	0.226852951
869	0.2267211151
870	0.2265269661
871	0.2262895966
872	0.2261634064
873	0.2259755135
874	0.225770874
875	0.225600338
876	0.225475235
877	0.2253287315
878	0.2251191711
879	0.2249096107
880	0.2246502686
881	0.2245573616
882	0.2243066788
883	0.224114151
884	0.2239886475
885	0.2237063599
886	0.2235701942
887	0.2233442879
888	0.2231087112
889	0.2228911209
890	0.2226855469
891	0.2223562241
892	0.2221842957
893	0.2219142914
894	0.2216873169
895	0.2214788055
896	0.2212807846
897	0.2210580826
898	0.2208181381
899	0.220624485
900	0.2203784561
901	0.2201756287
902	0.2200149727
903	0.2198897743
904	0.2197088242
905	0.2195259285
906	0.2192999458
907	0.219203186
908	0.2190881348
909	0.2189279556
910	0.2188166428
911	0.2185411072
912	0.2183308411
913	0.2180766296
914	0.2179030991
915	0.2177137184
916	0.2175144196
917	0.2173404312
918	0.2171216583
919	0.2170060921
920	0.2168772125
921	0.2167615318
922	0.2165934944
923	0.2164941788
924	0.2163252068
925	0.2162263107
926	0.2160399055
927	0.215692482
928	0.2155244064
929	0.2153711128
930	0.2152612305
931	0.2150650215
932	0.21491539
933	0.2147585297
934	0.2145516968
935	0.2143535614
936	0.2141306114
937	0.2139340019
938	0.2137298203
939	0.2134801483
940	0.2132535934
941	0.2130897522
942	0.2130052948
943	0.2128289986
944	0.2126586533
945	0.2124511337
946	0.2122639847
947	0.212134552
948	0.2120282364
949	0.2117195511
950	0.2115278625
951	0.2113540459
952	0.2111923599
953	0.2110248375
954	0.2108992577
955	0.2107468033
956	0.210527916
957	0.2103315544
958	0.2099810791
959	0.209822197
960	0.2096534348
961	0.2094673538
962	0.2092615128
963	0.20899189
964	0.2088578987
965	0.2086620712
966	0.2085828781
967	0.2083364677
968	0.2081282425
969	0.20794487
970	0.2076151466
971	0.2074224663
972	0.2071931839
973	0.2070554352
974	0.2069671249
975	0.2068161392
976	0.2065921974
977	0.2063879395
978	0.2063331985
979	0.2060784531
980	0.2058950043
981	0.2057653427
982	0.2055804634
983	0.2052511978
984	0.2050328255
985	0.2047838211
986	0.204638443
987	0.2045320702
988	0.2042848587
989	0.204156456
990	0.204017601
991	0.2036864471
992	0.2034898567
993	0.203243866
994	0.2030937576
995	0.2029373169
996	0.2027946091
997	0.2026130676
998	0.2025400162
999	0.2024174309
