대우,,,,NNP,*,F,대우,*,*,*,*,*
구글,,,,NNP,*,T,구글,*,*,*,*,*
예일공중보건대학원,,,,NNP,*,T,예일공중보건대학원,*,*,*,*,*
Mecab-ko-dic,,,,NNP,*,T,Mecab-ko-dic,*,*,*,*,*
프리미어리그,,,,NNP,*,F,프리미어리그,*,*,*,*,*
